,instance,worst_makespan_before_vns,worst_makespan_after_vns,improvement
262,u_c_hihi,8109440.191406,7969207.735116001,1.7292495286987952
263,u_c_hihi,9030855.125,8764751.8125,2.946601499157586
264,u_c_hihi,7900602.671874,7811493.773682,1.1278746937777973
265,u_c_hihi,8058083.75,7888703.606942999,2.101990352942173
266,u_c_lohi,263891.862426,261339.957031,0.9670269372992202
267,u_c_lohi,273877.421874,267165.93963700003,2.450542359818053
268,u_c_lohi,258732.489259,252331.608644,2.4739377081447578
269,u_c_lohi,248854.23388700004,247351.156286,0.6039992076978473
270,u_c_lohi,263891.862426,257628.239747,2.373556585420078
271,u_c_lohi,244973.939796,244221.495673,0.3071527214799308
272,u_c_lohi,297881.62500099995,286320.729004,3.881036971300656
273,u_c_lohi,298150.058289,287124.92285300005,3.6978478217546296
274,u_c_lohi,263891.862426,257771.30917100003,2.31934141459792
275,u_c_lohi,275466.82129,268088.426513,2.6785057969766712
276,u_c_lohi,244846.298828,244846.298828,0.0
277,u_c_lohi,245307.668946,244009.15416600005,0.5293412902985017
278,u_c_lolo,5463.523794999998,5406.121535000001,1.050645373825032
279,u_c_lolo,5211.619043,5197.064168,0.2792774160948919
280,u_c_lolo,5194.003213999999,5186.884864000001,0.1370493953644858
281,u_c_lolo,5186.559737,5170.754590999999,0.3047327477450845
282,u_c_lolo,5463.523794999998,5390.151981999998,1.3429393877106843
283,u_c_lolo,5203.729701999999,5191.224357000001,0.2403150377928264
284,u_c_lolo,5193.959570999999,5186.8153680000005,0.1375482982171827
285,u_c_lolo,5243.691869,5192.145109,0.983024199128435
286,u_c_lolo,5463.523794999998,5396.941655000001,1.2186666059902596
287,u_c_lolo,5195.975145,5175.890764000002,0.3865372800969879
288,u_c_lolo,5196.286889,5175.221837,0.4053866241410242
289,u_c_lolo,5277.427663999999,5242.014818,0.6710247540021808
