,jobs,machines,numInd,numGen,makespan,to_matrix_percentage,elitismo,exec_time,instance,selection_method
65,512,16,100,200,167323.89784499994,0.5,20.0,171.14960169792175,u_c_hilo.0,roulette wheel
66,512,16,100,200,199723.55371,0.5,30.0,151.5906219482422,u_c_hilo.0,roulette wheel
67,512,16,200,100,236159.002593,0.5,10.0,250.37271094322205,u_c_hilo.0,roulette wheel
68,512,16,200,100,271525.173887,0.5,20.0,259.5373928546905,u_c_hilo.0,roulette wheel
69,512,16,200,100,280557.302248,0.5,30.0,259.61916279792786,u_c_hilo.0,roulette wheel
70,512,16,200,200,169562.18029899994,0.5,10.0,386.12217807769775,u_c_hilo.0,roulette wheel
71,512,16,200,200,227961.460205,0.5,20.0,437.8889689445496,u_c_hilo.0,roulette wheel
72,512,16,200,200,262079.089359,0.5,30.0,470.5410499572754,u_c_hilo.0,roulette wheel
73,512,16,100,100,8640649.48047,0.5,10.0,69.17444205284119,u_c_hihi.0,roulette wheel
74,512,16,100,100,10456325.615114998,0.5,20.0,89.2304937839508,u_c_hihi.0,roulette wheel
75,512,16,100,100,11996142.179686999,0.5,30.0,75.84888291358949,u_c_hihi.0,roulette wheel
76,512,16,100,200,8342073.709837,0.5,10.0,126.6382200717926,u_c_hihi.0,roulette wheel
77,512,16,100,200,8192814.143795999,0.5,20.0,158.2554090023041,u_c_hihi.0,roulette wheel
78,512,16,100,200,8170698.231319997,0.5,30.0,142.90959596633908,u_c_hihi.0,roulette wheel
79,512,16,200,100,11023973.259766001,0.5,10.0,218.74624490737915,u_c_hihi.0,roulette wheel
80,512,16,200,100,12765539.076543,0.5,20.0,219.29858303070068,u_c_hihi.0,roulette wheel
81,512,16,200,100,14538373.101563001,0.5,30.0,232.49859404563904,u_c_hihi.0,roulette wheel
82,512,16,200,200,8093963.0853280015,0.5,10.0,381.2780170440674,u_c_hihi.0,roulette wheel
83,512,16,200,200,9049110.964844,0.5,20.0,383.3034543991089,u_c_hihi.0,roulette wheel
84,512,16,200,200,11156654.246094,0.5,30.0,1995.379537820816,u_c_hihi.0,roulette wheel
